,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
209,0 days 00:27:06.516000,MSC,47,,7.0,2.0,0 days 00:24:46.558000,,,0 days 00:00:42.871000,0 days 00:01:06.581000,,0 days 00:25:59.938000,0 days 00:27:06.675000,254.0,227.0,220.0,301.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:22:15.835000,2022-11-19 14:11:44.987,1,,False,,False,False
210,0 days 00:28:32.227000,MSC,47,85.711,8.0,2.0,,,0 days 00:00:17.790000,0 days 00:00:36.727000,0 days 00:00:31.194000,0 days 00:27:24.306000,0 days 00:28:01.033000,0 days 00:28:32.227000,286.0,318.0,217.0,323.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:27:06.516000,2022-11-19 14:16:35.668,1,,False,,False,True
211,0 days 00:30:23.311000,MSC,47,111.084,9.0,2.0,,0 days 00:30:22.159000,0 days 00:00:20.882000,0 days 00:00:43.914000,0 days 00:00:46.288000,0 days 00:28:53.109000,0 days 00:29:37.023000,0 days 00:30:23.311000,259.0,218.0,,244.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:28:32.227000,2022-11-19 14:18:01.379,1,,False,,False,False
212,0 days 00:39:52.241000,MSC,47,,10.0,3.0,0 days 00:37:54.840000,,,0 days 00:00:45.502000,0 days 00:00:46.201000,,0 days 00:39:06.075000,0 days 00:39:52.241000,230.0,212.0,218.0,263.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:30:23.311000,2022-11-19 14:19:52.463,1,,False,,False,False
213,0 days 00:41:18.280000,MSC,47,86.039,11.0,3.0,,,0 days 00:00:17.789000,0 days 00:00:36.879000,0 days 00:00:31.371000,0 days 00:40:10.030000,0 days 00:40:46.909000,0 days 00:41:18.280000,285.0,316.0,212.0,322.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:39:52.241000,2022-11-19 14:29:21.393,1,,False,,False,True
214,0 days 00:42:57.087000,MSC,47,98.807,12.0,3.0,,0 days 00:42:55.983000,0 days 00:00:19.598000,0 days 00:00:41.017000,0 days 00:00:38.192000,0 days 00:41:37.878000,0 days 00:42:18.895000,0 days 00:42:57.087000,260.0,283.0,,296.0,False,SOFT,6.0,False,Haas F1 Team,0 days 00:41:18.280000,2022-11-19 14:30:47.432,1,,False,,False,False
215,0 days 00:48:17.445000,MSC,47,,13.0,4.0,0 days 00:46:23.409000,,,0 days 00:00:46.518000,0 days 00:00:45.188000,,0 days 00:47:32.362000,0 days 00:48:17.656000,236.0,231.0,221.0,249.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:42:57.087000,2022-11-19 14:32:26.239,1,,False,,False,False
216,0 days 00:49:42.670000,MSC,47,85.225,14.0,4.0,,,0 days 00:00:17.536000,0 days 00:00:36.513000,0 days 00:00:31.176000,0 days 00:48:34.981000,0 days 00:49:11.494000,0 days 00:49:42.670000,287.0,318.0,215.0,323.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:48:17.445000,2022-11-19 14:37:46.597,1,,False,,False,True
217,0 days 00:51:32.451000,MSC,47,109.781,15.0,4.0,,0 days 00:51:31.342000,0 days 00:00:21.231000,0 days 00:00:43.547000,0 days 00:00:45.003000,0 days 00:50:03.901000,0 days 00:50:47.448000,0 days 00:51:32.451000,193.0,213.0,,303.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:49:42.670000,2022-11-19 14:39:11.822,1,,False,,False,False
218,0 days 00:12:45.268000,STR,18,,1.0,1.0,0 days 00:10:44.489000,,,0 days 00:00:43.706000,0 days 00:00:48.300000,,0 days 00:11:57.030000,0 days 00:12:45.309000,252.0,166.0,220.0,191.0,False,SOFT,1.0,True,Aston Martin,0 days 00:10:44.489000,2022-11-19 14:00:13.641,1,,False,,False,False
219,0 days 00:14:11.544000,STR,18,86.276,2.0,1.0,,,0 days 00:00:17.670000,0 days 00:00:37.145000,0 days 00:00:31.461000,0 days 00:13:02.938000,0 days 00:13:40.083000,0 days 00:14:11.544000,286.0,316.0,215.0,309.0,True,SOFT,2.0,True,Aston Martin,0 days 00:12:45.268000,2022-11-19 14:02:14.420,1,,False,,False,True
220,0 days 00:16:37.791000,STR,18,146.247,3.0,1.0,,,0 days 00:00:28.822000,0 days 00:01:04.051000,0 days 00:00:53.374000,0 days 00:14:40.366000,0 days 00:15:44.417000,0 days 00:16:37.791000,155.0,162.0,167.0,193.0,False,SOFT,3.0,True,Aston Martin,0 days 00:14:11.544000,2022-11-19 14:03:40.696,1,,False,,False,True
221,0 days 00:18:46.784000,STR,18,128.993,4.0,1.0,,,0 days 00:00:27.756000,0 days 00:00:48.266000,0 days 00:00:52.971000,0 days 00:17:05.547000,0 days 00:17:53.813000,0 days 00:18:46.784000,244.0,244.0,220.0,159.0,False,SOFT,4.0,True,Aston Martin,0 days 00:16:37.791000,2022-11-19 14:06:06.943,1,,False,,False,True
222,0 days 00:20:13.026000,STR,18,86.242,5.0,1.0,,,0 days 00:00:17.703000,0 days 00:00:37.135000,0 days 00:00:31.404000,0 days 00:19:04.487000,0 days 00:19:41.622000,0 days 00:20:13.026000,286.0,313.0,218.0,312.0,True,SOFT,5.0,True,Aston Martin,0 days 00:18:46.784000,2022-11-19 14:08:15.936,2,,False,,False,True
223,0 days 00:22:03.443000,STR,18,110.417,6.0,1.0,,0 days 00:22:02.353000,0 days 00:00:21.469000,0 days 00:00:45.884000,0 days 00:00:43.064000,0 days 00:20:34.495000,0 days 00:21:20.379000,0 days 00:22:03.443000,247.0,184.0,,192.0,False,SOFT,6.0,True,Aston Martin,0 days 00:20:13.026000,2022-11-19 14:09:42.178,1,,False,,False,False
224,0 days 00:27:14.901000,STR,18,,7.0,2.0,0 days 00:24:50.496000,,,0 days 00:00:42.601000,0 days 00:01:14.102000,,0 days 00:26:00.817000,0 days 00:27:15.071000,260.0,169.0,220.0,278.0,False,SOFT,1.0,True,Aston Martin,0 days 00:22:03.443000,2022-11-19 14:11:32.595,1,,False,,False,False
225,0 days 00:28:40.642000,STR,18,85.741,8.0,2.0,,,0 days 00:00:17.642000,0 days 00:00:36.883000,0 days 00:00:31.216000,0 days 00:27:32.543000,0 days 00:28:09.426000,0 days 00:28:40.642000,285.0,313.0,217.0,314.0,True,SOFT,2.0,True,Aston Martin,0 days 00:27:14.901000,2022-11-19 14:16:44.053,1,,False,,False,True
226,0 days 00:30:32.784000,STR,18,112.142,9.0,2.0,,0 days 00:30:31.699000,0 days 00:00:20.319000,0 days 00:00:49.197000,0 days 00:00:42.626000,0 days 00:29:00.961000,0 days 00:29:50.158000,0 days 00:30:32.784000,222.0,162.0,,186.0,False,SOFT,3.0,True,Aston Martin,0 days 00:28:40.642000,2022-11-19 14:18:09.794,1,,False,,False,False
227,0 days 00:39:31.434000,STR,18,,10.0,3.0,0 days 00:37:50.530000,,,0 days 00:00:40.603000,0 days 00:00:37.505000,,0 days 00:38:53.993000,0 days 00:39:31.618000,253.0,242.0,221.0,288.0,False,SOFT,4.0,False,Aston Martin,0 days 00:30:32.784000,2022-11-19 14:20:01.936,1,,False,,False,False
228,0 days 00:40:57.430000,STR,18,85.996,11.0,3.0,,,0 days 00:00:17.599000,0 days 00:00:37.018000,0 days 00:00:31.379000,0 days 00:39:49.033000,0 days 00:40:26.051000,0 days 00:40:57.430000,285.0,313.0,217.0,314.0,True,SOFT,5.0,False,Aston Martin,0 days 00:39:31.434000,2022-11-19 14:29:00.586,1,,False,,False,True
229,0 days 00:42:41.801000,STR,18,104.371,12.0,3.0,,0 days 00:42:40.492000,0 days 00:00:21.798000,0 days 00:00:45.089000,0 days 00:00:37.484000,0 days 00:41:19.228000,0 days 00:42:04.317000,0 days 00:42:41.801000,223.0,210.0,,168.0,False,SOFT,6.0,False,Aston Martin,0 days 00:40:57.430000,2022-11-19 14:30:26.582,1,,False,,False,False
230,0 days 00:48:00.425000,STR,18,,13.0,4.0,0 days 00:46:21.237000,,,0 days 00:00:41.378000,0 days 00:00:36.228000,,0 days 00:47:24.213000,0 days 00:48:00.600000,260.0,234.0,221.0,282.0,False,SOFT,1.0,True,Aston Martin,0 days 00:42:41.801000,2022-11-19 14:32:10.953,1,,False,,False,False
231,0 days 00:49:25.784000,STR,18,85.359,14.0,4.0,,,0 days 00:00:17.486000,0 days 00:00:36.729000,0 days 00:00:31.144000,0 days 00:48:17.911000,0 days 00:48:54.640000,0 days 00:49:25.784000,286.0,312.0,219.0,314.0,True,SOFT,2.0,True,Aston Martin,0 days 00:48:00.425000,2022-11-19 14:37:29.577,1,,False,,False,True
232,0 days 00:51:09.232000,STR,18,103.448,15.0,4.0,,0 days 00:51:08.088000,0 days 00:00:22.340000,0 days 00:00:43.221000,0 days 00:00:37.887000,0 days 00:49:48.124000,0 days 00:50:31.345000,0 days 00:51:09.232000,201.0,211.0,,266.0,False,SOFT,3.0,True,Aston Martin,0 days 00:49:25.784000,2022-11-19 14:38:54.936,1,,False,,False,False
233,0 days 00:17:47.516000,ZHO,24,,1.0,1.0,0 days 00:15:42.084000,,,0 days 00:00:48.441000,0 days 00:00:51.579000,,0 days 00:16:55.982000,0 days 00:17:47.516000,235.0,203.0,219.0,220.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:15:42.084000,2022-11-19 14:05:11.236,1,,False,,False,False
234,0 days 00:19:13.715000,ZHO,24,86.199,2.0,1.0,,,0 days 00:00:17.772000,0 days 00:00:37.050000,0 days 00:00:31.377000,0 days 00:18:05.288000,0 days 00:18:42.338000,0 days 00:19:13.715000,283.0,313.0,215.0,318.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:17:47.516000,2022-11-19 14:07:16.668,2,,False,,False,True
235,0 days 00:21:21.701000,ZHO,24,127.986,3.0,1.0,,0 days 00:21:20.474000,0 days 00:00:23.404000,0 days 00:00:59.892000,0 days 00:00:44.690000,0 days 00:19:37.119000,0 days 00:20:37.011000,0 days 00:21:21.701000,232.0,192.0,,130.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:19:13.715000,2022-11-19 14:08:42.867,2,,False,,False,False
236,0 days 00:26:56.220000,ZHO,24,,4.0,2.0,0 days 00:24:43.859000,,,0 days 00:00:43.611000,0 days 00:01:01.336000,,0 days 00:25:54.931000,0 days 00:26:56.422000,252.0,251.0,221.0,262.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:21:21.701000,2022-11-19 14:10:50.853,1,,False,,False,False
237,0 days 00:28:21.814000,ZHO,24,85.594,5.0,2.0,,,0 days 00:00:17.633000,0 days 00:00:36.805000,0 days 00:00:31.156000,0 days 00:27:13.853000,0 days 00:27:50.658000,0 days 00:28:21.814000,284.0,316.0,216.0,321.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:26:56.220000,2022-11-19 14:16:25.372,1,,False,,False,True
238,0 days 00:30:16.939000,ZHO,24,115.125,6.0,2.0,,0 days 00:30:15.796000,0 days 00:00:24.872000,0 days 00:00:46.691000,0 days 00:00:43.562000,0 days 00:28:46.686000,0 days 00:29:33.377000,0 days 00:30:16.939000,235.0,205.0,,237.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:28:21.814000,2022-11-19 14:17:50.966,1,,False,,False,False
239,0 days 00:40:16.978000,ZHO,24,,7.0,3.0,0 days 00:38:00.504000,,,0 days 00:00:52.359000,0 days 00:00:53.447000,,0 days 00:39:23.590000,0 days 00:40:17.020000,248.0,257.0,220.0,184.0,False,SOFT,4.0,False,Alfa Romeo,0 days 00:30:16.939000,2022-11-19 14:19:46.091,1,,False,,False,False
240,0 days 00:41:43.345000,ZHO,24,86.367,8.0,3.0,,,0 days 00:00:17.788000,0 days 00:00:37.087000,0 days 00:00:31.492000,0 days 00:40:34.766000,0 days 00:41:11.853000,0 days 00:41:43.345000,283.0,314.0,217.0,319.0,True,SOFT,5.0,False,Alfa Romeo,0 days 00:40:16.978000,2022-11-19 14:29:46.130,1,,False,,False,True
241,0 days 00:43:32.919000,ZHO,24,109.574,9.0,3.0,,0 days 00:43:31.819000,0 days 00:00:21.729000,0 days 00:00:44.763000,0 days 00:00:43.082000,0 days 00:42:05.074000,0 days 00:42:49.837000,0 days 00:43:32.919000,223.0,221.0,,250.0,False,SOFT,6.0,False,Alfa Romeo,0 days 00:41:43.345000,2022-11-19 14:31:12.497,1,,False,,False,False
242,0 days 00:48:33.847000,ZHO,24,,10.0,4.0,0 days 00:46:25.472000,,,0 days 00:00:46.942000,0 days 00:00:52.028000,,0 days 00:47:41.828000,0 days 00:48:33.993000,247.0,264.0,221.0,271.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:43:32.919000,2022-11-19 14:33:02.071,1,,False,,False,False
243,0 days 00:49:59.255000,ZHO,24,85.408,11.0,4.0,,,0 days 00:00:17.580000,0 days 00:00:36.711000,0 days 00:00:31.117000,0 days 00:48:51.427000,0 days 00:49:28.138000,0 days 00:49:59.255000,285.0,315.0,216.0,322.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:48:33.847000,2022-11-19 14:38:02.999,1,,False,,False,True
244,0 days 00:51:53.657000,ZHO,24,114.402,12.0,4.0,,0 days 00:51:52.514000,0 days 00:00:24.080000,0 days 00:00:45.709000,0 days 00:00:44.613000,0 days 00:50:23.335000,0 days 00:51:09.044000,0 days 00:51:53.657000,208.0,226.0,,222.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:49:59.255000,2022-11-19 14:39:28.407,1,,False,,False,False
245,0 days 00:13:17.139000,MAG,20,,1.0,1.0,0 days 00:10:58.554000,,,0 days 00:00:55.734000,0 days 00:00:59.959000,,0 days 00:12:17.198000,0 days 00:13:17.139000,243.0,165.0,219.0,223.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:10:58.554000,2022-11-19 14:00:27.706,1,,False,,False,False
246,0 days 00:14:43.556000,MAG,20,86.417,2.0,1.0,,,0 days 00:00:17.867000,0 days 00:00:37.104000,0 days 00:00:31.446000,0 days 00:13:35.006000,0 days 00:14:12.110000,0 days 00:14:43.556000,285.0,318.0,216.0,321.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:13:17.139000,2022-11-19 14:02:46.291,1,,False,,False,True
247,0 days 00:17:15.293000,MAG,20,,3.0,1.0,,,0 days 00:00:29.474000,0 days 00:01:03.179000,0 days 00:00:59.088000,0 days 00:15:13.026000,0 days 00:16:16.212000,0 days 00:17:15.472000,148.0,154.0,164.0,151.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:14:43.556000,2022-11-19 14:04:12.708,1,,False,,False,False
248,0 days 00:19:29.522000,MAG,20,134.229,4.0,1.0,,,0 days 00:00:28.947000,0 days 00:00:52.738000,0 days 00:00:52.544000,0 days 00:17:44.240000,0 days 00:18:36.978000,0 days 00:19:29.522000,165.0,244.0,220.0,242.0,False,SOFT,4.0,True,Haas F1 Team,0 days 00:17:15.293000,2022-11-19 14:06:44.445,2,,False,,False,True
249,0 days 00:20:55.690000,MAG,20,86.168,5.0,1.0,,,0 days 00:00:17.763000,0 days 00:00:36.930000,0 days 00:00:31.475000,0 days 00:19:47.285000,0 days 00:20:24.215000,0 days 00:20:55.690000,287.0,318.0,215.0,323.0,True,SOFT,5.0,True,Haas F1 Team,0 days 00:19:29.522000,2022-11-19 14:08:58.674,1,,False,,False,True
250,0 days 00:22:33.314000,MAG,20,97.624,6.0,1.0,,0 days 00:22:32.189000,0 days 00:00:18.979000,0 days 00:00:41.277000,0 days 00:00:37.368000,0 days 00:21:14.669000,0 days 00:21:55.946000,0 days 00:22:33.314000,262.0,279.0,,280.0,False,SOFT,6.0,True,Haas F1 Team,0 days 00:20:55.690000,2022-11-19 14:10:24.842,1,,False,,False,False
251,0 days 00:27:55.876000,MAG,20,,7.0,2.0,0 days 00:25:11.481000,,,0 days 00:00:43.328000,0 days 00:01:22.354000,,0 days 00:26:33.556000,0 days 00:27:56.020000,261.0,201.0,219.0,237.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:22:33.314000,2022-11-19 14:12:02.466,1,,False,,False,False
252,0 days 00:29:21.710000,MAG,20,85.834,8.0,2.0,,,0 days 00:00:17.637000,0 days 00:00:36.876000,0 days 00:00:31.321000,0 days 00:28:13.513000,0 days 00:28:50.389000,0 days 00:29:21.710000,289.0,319.0,212.0,325.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:27:55.876000,2022-11-19 14:17:25.028,1,,False,,False,True
253,0 days 00:31:13.831000,MAG,20,112.121,9.0,2.0,,0 days 00:31:12.053000,0 days 00:00:21.928000,0 days 00:00:44.849000,0 days 00:00:45.344000,0 days 00:29:43.638000,0 days 00:30:28.487000,0 days 00:31:13.831000,249.0,210.0,,196.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:29:21.710000,2022-11-19 14:18:50.862,1,,False,,False,False
254,0 days 00:12:32.963000,GAS,10,,1.0,1.0,0 days 00:10:38.114000,,,0 days 00:00:45.639000,0 days 00:00:40.355000,,0 days 00:11:52.657000,0 days 00:12:32.980000,242.0,281.0,220.0,272.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:10:38.114000,2022-11-19 14:00:07.266,1,,False,,False,False
255,0 days 00:13:59.281000,GAS,10,86.318,2.0,1.0,,,0 days 00:00:17.705000,0 days 00:00:37.048000,0 days 00:00:31.565000,0 days 00:12:50.668000,0 days 00:13:27.716000,0 days 00:13:59.281000,286.0,318.0,217.0,322.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:12:32.963000,2022-11-19 14:02:02.115,1,,False,,False,True
256,0 days 00:15:45.694000,GAS,10,106.413,3.0,1.0,,0 days 00:15:44.310000,0 days 00:00:20.546000,0 days 00:00:43.353000,0 days 00:00:42.514000,0 days 00:14:19.827000,0 days 00:15:03.180000,0 days 00:15:45.694000,252.0,271.0,,274.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:13:59.281000,2022-11-19 14:03:28.433,1,,False,,False,False
257,0 days 00:19:56.779000,GAS,10,,4.0,2.0,0 days 00:18:06.736000,,,0 days 00:00:45.334000,0 days 00:00:39.900000,,0 days 00:19:16.921000,0 days 00:19:56.933000,217.0,285.0,222.0,301.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:15:45.694000,2022-11-19 14:05:14.846,2,,False,,False,False
258,0 days 00:21:22.638000,GAS,10,85.859,5.0,2.0,,,0 days 00:00:17.559000,0 days 00:00:36.854000,0 days 00:00:31.446000,0 days 00:20:14.338000,0 days 00:20:51.192000,0 days 00:21:22.638000,287.0,320.0,217.0,324.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:19:56.779000,2022-11-19 14:09:25.931,1,,False,,False,True
259,0 days 00:23:06.944000,GAS,10,104.306,6.0,2.0,,0 days 00:23:05.814000,0 days 00:00:19.616000,0 days 00:00:43.638000,0 days 00:00:41.052000,0 days 00:21:42.254000,0 days 00:22:25.892000,0 days 00:23:06.944000,259.0,272.0,,268.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:21:22.638000,2022-11-19 14:10:51.790,1,,False,,False,False
260,0 days 00:27:18.721000,GAS,10,,7.0,3.0,0 days 00:24:54.054000,,,0 days 00:00:47.523000,0 days 00:00:59.984000,,0 days 00:26:18.738000,0 days 00:27:18.898000,262.0,278.0,218.0,303.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:23:06.944000,2022-11-19 14:12:36.096,1,,False,,False,False
261,0 days 00:28:44.583000,GAS,10,85.862,8.0,3.0,,,0 days 00:00:17.625000,0 days 00:00:36.699000,0 days 00:00:31.538000,0 days 00:27:36.346000,0 days 00:28:13.045000,0 days 00:28:44.583000,289.0,321.0,217.0,326.0,False,SOFT,2.0,True,AlphaTauri,0 days 00:27:18.721000,2022-11-19 14:16:47.873,1,,False,,False,True
262,0 days 00:30:30.004000,GAS,10,105.421,9.0,3.0,,0 days 00:30:28.881000,0 days 00:00:21.981000,0 days 00:00:44.747000,0 days 00:00:38.693000,0 days 00:29:06.564000,0 days 00:29:51.311000,0 days 00:30:30.004000,251.0,263.0,,271.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:28:44.583000,2022-11-19 14:18:13.735,1,,False,,False,False
263,0 days 00:17:51.951000,BOT,77,,1.0,1.0,0 days 00:15:46.457000,,,0 days 00:00:48.545000,0 days 00:00:53.487000,,0 days 00:16:58.508000,0 days 00:17:51.951000,246.0,214.0,219.0,248.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:15:46.457000,2022-11-19 14:05:15.609,1,,False,,False,False
264,0 days 00:19:18.451000,BOT,77,86.5,2.0,1.0,,,0 days 00:00:17.837000,0 days 00:00:37.230000,0 days 00:00:31.433000,0 days 00:18:09.788000,0 days 00:18:47.018000,0 days 00:19:18.451000,284.0,315.0,216.0,320.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:17:51.951000,2022-11-19 14:07:21.103,2,,False,,False,True
265,0 days 00:21:22.653000,BOT,77,124.202,3.0,1.0,,0 days 00:21:21.458000,0 days 00:00:22.991000,0 days 00:00:56.678000,0 days 00:00:44.533000,0 days 00:19:41.442000,0 days 00:20:38.120000,0 days 00:21:22.653000,241.0,174.0,,162.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:19:18.451000,2022-11-19 14:08:47.603,1,,False,,False,False
266,0 days 00:27:28.231000,BOT,77,,4.0,2.0,0 days 00:24:48.157000,,,0 days 00:00:45.233000,0 days 00:01:24.850000,,0 days 00:26:03.426000,0 days 00:27:28.404000,252.0,249.0,217.0,256.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:21:22.653000,2022-11-19 14:10:51.805,1,,False,,False,False
267,0 days 00:28:54.123000,BOT,77,85.892,5.0,2.0,,,0 days 00:00:17.808000,0 days 00:00:36.913000,0 days 00:00:31.171000,0 days 00:27:46.039000,0 days 00:28:22.952000,0 days 00:28:54.123000,286.0,316.0,219.0,321.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:27:28.231000,2022-11-19 14:16:57.383,1,,False,,False,True
268,0 days 00:30:50.044000,BOT,77,115.921,6.0,2.0,,0 days 00:30:48.962000,0 days 00:00:25.154000,0 days 00:00:50.766000,0 days 00:00:40.001000,0 days 00:29:19.277000,0 days 00:30:10.043000,0 days 00:30:50.044000,193.0,209.0,,223.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:28:54.123000,2022-11-19 14:18:23.275,1,,False,,False,False
269,0 days 00:13:00.566000,ALB,23,,1.0,1.0,0 days 00:10:53.203000,,,0 days 00:00:41.521000,0 days 00:01:00.653000,,0 days 00:11:59.989000,0 days 00:13:00.576000,267.0,238.0,226.0,287.0,False,SOFT,1.0,True,Williams,0 days 00:10:53.203000,2022-11-19 14:00:22.355,1,,False,,False,False
270,0 days 00:14:27.073000,ALB,23,86.507,2.0,1.0,,,0 days 00:00:17.736000,0 days 00:00:36.882000,0 days 00:00:31.889000,0 days 00:13:18.302000,0 days 00:13:55.184000,0 days 00:14:27.073000,294.0,326.0,217.0,330.0,True,SOFT,2.0,True,Williams,0 days 00:13:00.566000,2022-11-19 14:02:29.718,1,,False,,False,True
271,0 days 00:16:44.423000,ALB,23,137.35,3.0,1.0,,,0 days 00:00:25.955000,0 days 00:00:58.621000,0 days 00:00:52.774000,0 days 00:14:53.028000,0 days 00:15:51.649000,0 days 00:16:44.423000,226.0,186.0,192.0,137.0,False,SOFT,3.0,True,Williams,0 days 00:14:27.073000,2022-11-19 14:03:56.225,1,,False,,False,True
272,0 days 00:18:38.409000,ALB,23,113.986,4.0,1.0,,,0 days 00:00:22.829000,0 days 00:00:45.643000,0 days 00:00:45.514000,0 days 00:17:07.252000,0 days 00:17:52.895000,0 days 00:18:38.409000,259.0,202.0,222.0,172.0,False,SOFT,4.0,True,Williams,0 days 00:16:44.423000,2022-11-19 14:06:13.575,1,,False,,False,True
273,0 days 00:20:04.849000,ALB,23,86.44,5.0,1.0,,,0 days 00:00:17.612000,0 days 00:00:36.904000,0 days 00:00:31.924000,0 days 00:18:56.021000,0 days 00:19:32.925000,0 days 00:20:04.849000,294.0,325.0,216.0,330.0,False,SOFT,5.0,True,Williams,0 days 00:18:38.409000,2022-11-19 14:08:07.561,2,,True,TRACK LIMITS AT TURN 1 LAP 6 ,False,True
274,0 days 00:21:49.184000,ALB,23,104.335,6.0,1.0,,0 days 00:21:48.105000,0 days 00:00:20.117000,0 days 00:00:43.614000,0 days 00:00:40.604000,0 days 00:20:24.966000,0 days 00:21:08.580000,0 days 00:21:49.184000,218.0,280.0,,270.0,False,SOFT,6.0,True,Williams,0 days 00:20:04.849000,2022-11-19 14:09:34.001,1,,False,,False,False
275,0 days 00:27:22.898000,ALB,23,,7.0,2.0,0 days 00:25:17.256000,,,0 days 00:00:41.376000,0 days 00:00:50.579000,,0 days 00:26:32.345000,0 days 00:27:23.083000,276.0,199.0,220.0,269.0,False,SOFT,1.0,True,Williams,0 days 00:21:49.184000,2022-11-19 14:11:18.336,1,,False,,False,False
276,0 days 00:28:48.926000,ALB,23,86.028,8.0,2.0,,,0 days 00:00:17.561000,0 days 00:00:36.708000,0 days 00:00:31.759000,0 days 00:27:40.459000,0 days 00:28:17.167000,0 days 00:28:48.926000,294.0,328.0,216.0,334.0,True,SOFT,2.0,True,Williams,0 days 00:27:22.898000,2022-11-19 14:16:52.050,1,,False,,False,True
277,0 days 00:30:49.003000,ALB,23,120.077,9.0,2.0,,0 days 00:30:47.885000,0 days 00:00:22.690000,0 days 00:00:51.259000,0 days 00:00:46.128000,0 days 00:29:11.616000,0 days 00:30:02.875000,0 days 00:30:49.003000,255.0,206.0,,203.0,False,SOFT,3.0,True,Williams,0 days 00:28:48.926000,2022-11-19 14:18:18.078,1,,False,,False,False
278,0 days 00:12:19.640000,LAT,6,,1.0,1.0,0 days 00:10:34.809000,,,0 days 00:00:40.902000,0 days 00:00:37.693000,,0 days 00:11:41.975000,0 days 00:12:19.660000,266.0,293.0,222.0,312.0,False,SOFT,1.0,True,Williams,0 days 00:10:34.809000,2022-11-19 14:00:03.961,1,,False,,False,False
279,0 days 00:13:46.481000,LAT,6,86.841,2.0,1.0,,,0 days 00:00:17.756000,0 days 00:00:36.973000,0 days 00:00:32.112000,0 days 00:12:37.396000,0 days 00:13:14.369000,0 days 00:13:46.481000,293.0,324.0,215.0,327.0,True,SOFT,2.0,True,Williams,0 days 00:12:19.640000,2022-11-19 14:01:48.792,1,,False,,False,True
280,0 days 00:15:31.715000,LAT,6,105.234,3.0,1.0,,0 days 00:15:30.627000,0 days 00:00:20.974000,0 days 00:00:42.173000,0 days 00:00:42.087000,0 days 00:14:07.455000,0 days 00:14:49.628000,0 days 00:15:31.715000,258.0,284.0,,302.0,False,SOFT,3.0,True,Williams,0 days 00:13:46.481000,2022-11-19 14:03:15.633,1,,False,,False,False
281,0 days 00:19:04.969000,LAT,6,,4.0,2.0,0 days 00:17:06.498000,,,0 days 00:00:44.051000,0 days 00:00:53.495000,,0 days 00:18:11.545000,0 days 00:19:05.140000,273.0,235.0,222.0,318.0,False,SOFT,1.0,True,Williams,0 days 00:15:31.715000,2022-11-19 14:05:00.867,1,,False,,False,False
282,0 days 00:20:31.715000,LAT,6,86.746,5.0,2.0,,,0 days 00:00:17.535000,0 days 00:00:36.926000,0 days 00:00:32.285000,0 days 00:19:22.504000,0 days 00:19:59.430000,0 days 00:20:31.715000,295.0,326.0,216.0,330.0,True,SOFT,2.0,True,Williams,0 days 00:19:04.969000,2022-11-19 14:08:34.121,2,,False,,False,True
